"location_id","type","name","status"
11010105,"VILLAGE","Nyenyeri","ACTIVE"
11010106,"VILLAGE","Ubukorikori","ACTIVE"
11010107,"VILLAGE","Ubumwe","ACTIVE"
11010108,"VILLAGE","Ubwiyunge","ACTIVE"
11010109,"VILLAGE","Umucyo","ACTIVE"
11010110,"VILLAGE","Umurabyo","ACTIVE"
11010111,"VILLAGE","Umuseke","ACTIVE"
11010112,"VILLAGE","Vugizo","ACTIVE"
11010201,"VILLAGE","Akinyambo","ACTIVE"
11010202,"VILLAGE","Amayaga","ACTIVE"
11010203,"VILLAGE","Gitwa","ACTIVE"
11010204,"VILLAGE","Ituze","ACTIVE"
11010205,"VILLAGE","Mpazi","ACTIVE"
11010301,"VILLAGE","Amahoro","ACTIVE"
11010302,"VILLAGE","Impuhwe","ACTIVE"
11010303,"VILLAGE","Intsinzi","ACTIVE"
11010304,"VILLAGE","Kivumu","ACTIVE"
11010305,"VILLAGE","Ubumwe","ACTIVE"
11010306,"VILLAGE","Urukundo","ACTIVE"
11010307,"VILLAGE","Ururembo","ACTIVE"
11010401,"VILLAGE","Ingenzi","ACTIVE"
11010402,"VILLAGE","Sangwa","ACTIVE"
11010403,"VILLAGE","Umubano","ACTIVE"
11010404,"VILLAGE","Umucyo","ACTIVE"
11010405,"VILLAGE","Umuhoza","ACTIVE"
11010406,"VILLAGE","Umurava","ACTIVE"
11010501,"VILLAGE","Akabugenewe","ACTIVE"
11010502,"VILLAGE","Ihuriro","ACTIVE"
11010503,"VILLAGE","Isangano","ACTIVE"
11010504,"VILLAGE","Isano","ACTIVE"
11010505,"VILLAGE","Karitasi","ACTIVE"
11010506,"VILLAGE","Ubumanzi","ACTIVE"
11010507,"VILLAGE","Uburezi","ACTIVE"
11010508,"VILLAGE","Ubwiza","ACTIVE"
11010509,"VILLAGE","Umucyo","ACTIVE"
11010510,"VILLAGE","Umwembe","ACTIVE"
11010511,"VILLAGE","Urugano","ACTIVE"
11010601,"VILLAGE","Isangano","ACTIVE"
11010602,"VILLAGE","Kanunga","ACTIVE"
11010603,"VILLAGE","Kinyambo","ACTIVE"
11010604,"VILLAGE","Kivumu","ACTIVE"
11010605,"VILLAGE","Kora","ACTIVE"
11010606,"VILLAGE","Mpazi","ACTIVE"
11010607,"VILLAGE","Rugano","ACTIVE"
11010608,"VILLAGE","Rugari","ACTIVE"
11010609,"VILLAGE","Ubumwe","ACTIVE"
11020101,"VILLAGE","Bwimo","ACTIVE"
11020102,"VILLAGE","Gatare","ACTIVE"
11020103,"VILLAGE","Mubuga","ACTIVE"
11020104,"VILLAGE","Nyakirambi","ACTIVE"
11020105,"VILLAGE","Nyamweru","ACTIVE"
11020106,"VILLAGE","Ruhengeri","ACTIVE"
11020201,"VILLAGE","Bibungo","ACTIVE"
11020202,"VILLAGE","Bwiza","ACTIVE"
11020203,"VILLAGE","Gateko","ACTIVE"
11020204,"VILLAGE","Kagasa","ACTIVE"
11020205,"VILLAGE","Nyabihu","ACTIVE"
11020206,"VILLAGE","Rutagara I","ACTIVE"
11020207,"VILLAGE","Rutagara II","ACTIVE"
11020208,"VILLAGE","Ruyenzi","ACTIVE"
11020301,"VILLAGE","Kagaramira","ACTIVE"
11020302,"VILLAGE","Ngendo","ACTIVE"
11020303,"VILLAGE","Nyarurama","ACTIVE"
11020304,"VILLAGE","Nyarusange","ACTIVE"
11020305,"VILLAGE","Rwakivumu","ACTIVE"
11020306,"VILLAGE","Taba","ACTIVE"
11030101,"VILLAGE","Akirwanda","ACTIVE"
11030102,"VILLAGE","Gisenga","ACTIVE"
11030103,"VILLAGE","Kadobogo","ACTIVE"
11030104,"VILLAGE","Kagarama","ACTIVE"
11030105,"VILLAGE","Kibisogi","ACTIVE"
11030106,"VILLAGE","Muganza","ACTIVE"
11030107,"VILLAGE","Murama","ACTIVE"
11030108,"VILLAGE","Rubuye","ACTIVE"
11030109,"VILLAGE","Ruhango","ACTIVE"
11030110,"VILLAGE","Ryasharangabo","ACTIVE"
11030201,"VILLAGE","Agakomeye","ACTIVE"
11030202,"VILLAGE","Akagugu","ACTIVE"
11030203,"VILLAGE","Amahoro","ACTIVE"
11030204,"VILLAGE","Amajyambere","ACTIVE"
11030205,"VILLAGE","Birambo","ACTIVE"
11030206,"VILLAGE","Isangano","ACTIVE"
11030207,"VILLAGE","Kanyabami","ACTIVE"
11030208,"VILLAGE","Karambo","ACTIVE"
11030209,"VILLAGE","Mwendo","ACTIVE"
11030210,"VILLAGE","Ruhuha","ACTIVE"
11030211,"VILLAGE","Ubuzima","ACTIVE"
11030212,"VILLAGE","Umutekano","ACTIVE"
11030301,"VILLAGE","Gakoni","ACTIVE"
11030302,"VILLAGE","Gatare","ACTIVE"
11030303,"VILLAGE","Giticyinyoni","ACTIVE"
11030304,"VILLAGE","Kadobogo","ACTIVE"
11030305,"VILLAGE","Kamenge","ACTIVE"
11030306,"VILLAGE","Karama","ACTIVE"
11030307,"VILLAGE","Kiruhura","ACTIVE"
11030308,"VILLAGE","Nyabikoni","ACTIVE"
11030309,"VILLAGE","Nyabugogo","ACTIVE"
11030310,"VILLAGE","Ruhondo","ACTIVE"
11030401,"VILLAGE","Misibya","ACTIVE"
11030402,"VILLAGE","Nyabitare","ACTIVE"
11030403,"VILLAGE","Ruhango","ACTIVE"
11030404,"VILLAGE","Ruharabuge","ACTIVE"
11030405,"VILLAGE","Ruriba","ACTIVE"
11030406,"VILLAGE","Ruzigimbogo","ACTIVE"
11030407,"VILLAGE","Ryamakomari","ACTIVE"
11030408,"VILLAGE","Tubungo","ACTIVE"
11030501,"VILLAGE","Akanyamirambo","ACTIVE"
11030502,"VILLAGE","Akinama","ACTIVE"
11030503,"VILLAGE","Makaga","ACTIVE"
11030504,"VILLAGE","Musimba","ACTIVE"
11030505,"VILLAGE","Ruhogo","ACTIVE"
11030506,"VILLAGE","Rwesero","ACTIVE"
11030507,"VILLAGE","Rweza","ACTIVE"
11030508,"VILLAGE","Vuganyana","ACTIVE"
11040101,"VILLAGE","Buhoro","ACTIVE"
11040102,"VILLAGE","Busasamana","ACTIVE"
11040103,"VILLAGE","Isimbi","ACTIVE"
11040104,"VILLAGE","Ituze","ACTIVE"
11040105,"VILLAGE","Karama","ACTIVE"
11040106,"VILLAGE","Karwarugabo","ACTIVE"
11040107,"VILLAGE","Kigabiro","ACTIVE"
11040108,"VILLAGE","Mataba","ACTIVE"
11040109,"VILLAGE","Munini","ACTIVE"
11040110,"VILLAGE","Ntaraga","ACTIVE"
11040111,"VILLAGE","Nunga","ACTIVE"
11040112,"VILLAGE","Rurama","ACTIVE"
11040113,"VILLAGE","Rutunga","ACTIVE"
11040114,"VILLAGE","Tetero","ACTIVE"
11040201,"VILLAGE","Akamahoro","ACTIVE"
11040202,"VILLAGE","Akishinge","ACTIVE"
11040203,"VILLAGE","Akishuri","ACTIVE"
11040204,"VILLAGE","Amahumbezi","ACTIVE"
11040205,"VILLAGE","Inganzo","ACTIVE"
11040206,"VILLAGE","Kigarama","ACTIVE"
11040207,"VILLAGE","Mpazi","ACTIVE"
11040208,"VILLAGE","Mugina","ACTIVE"
11040209,"VILLAGE","Ubumwe","ACTIVE"
11040210,"VILLAGE","Ubusabane","ACTIVE"
11040211,"VILLAGE","Umubano","ACTIVE"
11040212,"VILLAGE","Umurinzi","ACTIVE"
11040213,"VILLAGE","Uruyange","ACTIVE"
11040301,"VILLAGE","Akabeza","ACTIVE"
11040302,"VILLAGE","Amahoro","ACTIVE"
11040303,"VILLAGE","Birama","ACTIVE"
11040304,"VILLAGE","Buhoro","ACTIVE"
11040305,"VILLAGE","Bwiza","ACTIVE"
11040306,"VILLAGE","Byimana","ACTIVE"
11040307,"VILLAGE","Gakaraza","ACTIVE"
11040308,"VILLAGE","Gaseke","ACTIVE"
11040309,"VILLAGE","Ihuriro","ACTIVE"
11040310,"VILLAGE","Inkurunziza","ACTIVE"
11040311,"VILLAGE","Karambi","ACTIVE"
11040312,"VILLAGE","Kigina","ACTIVE"
11040313,"VILLAGE","Kimisagara","ACTIVE"
11040314,"VILLAGE","Kove","ACTIVE"
11040315,"VILLAGE","Muganza","ACTIVE"
11040316,"VILLAGE","Nyabugogo","ACTIVE"
11040317,"VILLAGE","Nyagakoki","ACTIVE"
11040318,"VILLAGE","Nyakabingo","ACTIVE"
11040319,"VILLAGE","Nyamabuye","ACTIVE"
11040320,"VILLAGE","Sangwa","ACTIVE"
11040321,"VILLAGE","Sano","ACTIVE"
11050101,"VILLAGE","Kamatamu","ACTIVE"
11050102,"VILLAGE","Kankuba","ACTIVE"
11050103,"VILLAGE","Karukina","ACTIVE"
11050104,"VILLAGE","Musave","ACTIVE"
11050105,"VILLAGE","Nyarumanga","ACTIVE"
11050106,"VILLAGE","Rugendabari","ACTIVE"
11050201,"VILLAGE","Ayabatanga","ACTIVE"
11050202,"VILLAGE","Kankurimba","ACTIVE"
11050203,"VILLAGE","Kavumu","ACTIVE"
11050204,"VILLAGE","Mubura","ACTIVE"
11050205,"VILLAGE","Murondo","ACTIVE"
11050206,"VILLAGE","Nyakabingo","ACTIVE"
11050207,"VILLAGE","Nyarubuye","ACTIVE"
11050301,"VILLAGE","Burema","ACTIVE"
11050302,"VILLAGE","Gahombo","ACTIVE"
11050303,"VILLAGE","Kabeza","ACTIVE"
11050304,"VILLAGE","Karambi","ACTIVE"
11050305,"VILLAGE","Kwisanga","ACTIVE"
11050306,"VILLAGE","Mageragere","ACTIVE"
11050307,"VILLAGE","Mataba","ACTIVE"
11050308,"VILLAGE","Rushubi","ACTIVE"
11050401,"VILLAGE","Akanakamageragere","ACTIVE"
11050402,"VILLAGE","Gatovu","ACTIVE"
11050403,"VILLAGE","Nyabitare","ACTIVE"
11050404,"VILLAGE","Nyarubande","ACTIVE"
11050405,"VILLAGE","Rubungo","ACTIVE"
11050406,"VILLAGE","Rwindonyi","ACTIVE"
11050501,"VILLAGE","Akabungo","ACTIVE"
11050502,"VILLAGE","Akamashinge","ACTIVE"
11050503,"VILLAGE","Maya","ACTIVE"
11050504,"VILLAGE","Nyarufunzo","ACTIVE"
11050505,"VILLAGE","Nyarurama","ACTIVE"
11050506,"VILLAGE","Rubete","ACTIVE"
11050601,"VILLAGE","Amahoro","ACTIVE"
11050602,"VILLAGE","Ayabaramba","ACTIVE"
11050603,"VILLAGE","Gikuyu","ACTIVE"
11050604,"VILLAGE","Iterambere","ACTIVE"
11050605,"VILLAGE","Nyabirondo","ACTIVE"
11050606,"VILLAGE","Nyarurenzi","ACTIVE"
11050701,"VILLAGE","Gisunzu","ACTIVE"
11050702,"VILLAGE","Mpanga","ACTIVE"
11050703,"VILLAGE","Nkomero","ACTIVE"
11050704,"VILLAGE","Runzenze","ACTIVE"
11050705,"VILLAGE","Uwurugenge","ACTIVE"
11060101,"VILLAGE","Amahoro","ACTIVE"
11060102,"VILLAGE","Amizero","ACTIVE"
11060103,"VILLAGE","Inyarurembo","ACTIVE"
11060104,"VILLAGE","Kabirizi","ACTIVE"
11060105,"VILLAGE","Ubuzima","ACTIVE"
11060106,"VILLAGE","Uruhimbi","ACTIVE"
11060201,"VILLAGE","Icyeza","ACTIVE"
11060202,"VILLAGE","Ikana","ACTIVE"
11060203,"VILLAGE","Intwari","ACTIVE"
11060204,"VILLAGE","Kabasengerezi","ACTIVE"
11060301,"VILLAGE","Hirwa","ACTIVE"
11060302,"VILLAGE","Ikaze","ACTIVE"
11060303,"VILLAGE","Imanzi","ACTIVE"
11060304,"VILLAGE","Ingenzi","ACTIVE"
11060305,"VILLAGE","Ituze","ACTIVE"
11060306,"VILLAGE","Sangwa","ACTIVE"
11060307,"VILLAGE","Umwezi","ACTIVE"
11060401,"VILLAGE","Abeza","ACTIVE"
11060402,"VILLAGE","Icyerekezo","ACTIVE"
11060403,"VILLAGE","Indatwa","ACTIVE"
11060404,"VILLAGE","Rwezangoro","ACTIVE"
11060405,"VILLAGE","Ubucuruzi","ACTIVE"
11060406,"VILLAGE","Umutekano","ACTIVE"
11060501,"VILLAGE","Imihigo","ACTIVE"
11060502,"VILLAGE","Impala","ACTIVE"
11060503,"VILLAGE","Rugenge","ACTIVE"
11060504,"VILLAGE","Ubumanzi","ACTIVE"
11060601,"VILLAGE","Indamutsa","ACTIVE"
11060602,"VILLAGE","Ingoro","ACTIVE"
11060603,"VILLAGE","Inkingi","ACTIVE"
11060604,"VILLAGE","Intiganda","ACTIVE"
11060605,"VILLAGE","Iwacu","ACTIVE"
11060606,"VILLAGE","Tetero","ACTIVE"
11060701,"VILLAGE","Bwahirimba","ACTIVE"
11060702,"VILLAGE","Duterimbere","ACTIVE"
11060703,"VILLAGE","Isangano","ACTIVE"
11060704,"VILLAGE","Nyanza","ACTIVE"
11060705,"VILLAGE","Urugwiro","ACTIVE"
11060706,"VILLAGE","Urwego","ACTIVE"
11070101,"VILLAGE","Kabusunzu","ACTIVE"
11070102,"VILLAGE","Munanira","ACTIVE"
11070103,"VILLAGE","Ntaraga","ACTIVE"
11070104,"VILLAGE","Nyagasozi","ACTIVE"
11070105,"VILLAGE","Rurembo","ACTIVE"
11070201,"VILLAGE","Gasiza","ACTIVE"
11070202,"VILLAGE","Kamwiza","ACTIVE"
11070203,"VILLAGE","Kanyange","ACTIVE"
11070204,"VILLAGE","Karudandi","ACTIVE"
11070205,"VILLAGE","Kigabiro","ACTIVE"
11070206,"VILLAGE","Kokobe","ACTIVE"
11070207,"VILLAGE","Mucyuranyana","ACTIVE"
11070208,"VILLAGE","Nkundumurimbo","ACTIVE"
11070301,"VILLAGE","Akinkware","ACTIVE"
11070302,"VILLAGE","Gapfupfu","ACTIVE"
11070303,"VILLAGE","Gasiza","ACTIVE"
11070304,"VILLAGE","Kariyeri","ACTIVE"
11070305,"VILLAGE","Kokobe","ACTIVE"
11070306,"VILLAGE","Munini","ACTIVE"
11070307,"VILLAGE","Nyakabanda","ACTIVE"
11070308,"VILLAGE","Rwagitanga","ACTIVE"
11070401,"VILLAGE","Ibuhoro","ACTIVE"
11070402,"VILLAGE","Kabeza","ACTIVE"
11070403,"VILLAGE","Kanyiranganji","ACTIVE"
11070404,"VILLAGE","Karujongi","ACTIVE"
11070405,"VILLAGE","Kigarama","ACTIVE"
11070406,"VILLAGE","Kirwa","ACTIVE"
11080101,"VILLAGE","Amizero","ACTIVE"
11080102,"VILLAGE","Gabiro","ACTIVE"
11080103,"VILLAGE","Imanzi","ACTIVE"
11080104,"VILLAGE","Ingenzi","ACTIVE"
11080105,"VILLAGE","Intwari","ACTIVE"
11080106,"VILLAGE","Karisimbi","ACTIVE"
11080107,"VILLAGE","Mahoro","ACTIVE"
11080108,"VILLAGE","Mpano","ACTIVE"
11080109,"VILLAGE","Muhabura","ACTIVE"
11080110,"VILLAGE","Muhoza","ACTIVE"
11080111,"VILLAGE","Munini","ACTIVE"
11080112,"VILLAGE","Rugero","ACTIVE"
11080113,"VILLAGE","Shema","ACTIVE"
11080201,"VILLAGE","Kagunga","ACTIVE"
11080202,"VILLAGE","Karukoro","ACTIVE"
11080203,"VILLAGE","Rwintare","ACTIVE"
11080301,"VILLAGE","Akanyana","ACTIVE"
11080302,"VILLAGE","Akanyirazaninka","ACTIVE"
11080303,"VILLAGE","Akarekare","ACTIVE"
11080304,"VILLAGE","Akatabaro","ACTIVE"
11080305,"VILLAGE","Irembo","ACTIVE"
11080306,"VILLAGE","Itaba","ACTIVE"
11080307,"VILLAGE","Kiberinka","ACTIVE"
11080308,"VILLAGE","Mumena","ACTIVE"
11080309,"VILLAGE","Rwampara","ACTIVE"
11080401,"VILLAGE","Gatare","ACTIVE"
11080402,"VILLAGE","Kiberinka","ACTIVE"
11080403,"VILLAGE","Munanira","ACTIVE"
11080404,"VILLAGE","Riba","ACTIVE"
11080405,"VILLAGE","Rubona","ACTIVE"
11080406,"VILLAGE","Rugarama","ACTIVE"
11080407,"VILLAGE","Runyinya","ACTIVE"
11080408,"VILLAGE","Rusisiro","ACTIVE"
11080409,"VILLAGE","Tetero","ACTIVE"
11090101,"VILLAGE","Agatare","ACTIVE"
11090102,"VILLAGE","Amajyambere","ACTIVE"
11090103,"VILLAGE","Inyambo","ACTIVE"
11090104,"VILLAGE","Meraneza","ACTIVE"
11090105,"VILLAGE","Uburezi","ACTIVE"
11090106,"VILLAGE","Umucyo","ACTIVE"
11090107,"VILLAGE","Umurava","ACTIVE"
11090201,"VILLAGE","Biryogo","ACTIVE"
11090202,"VILLAGE","Gabiro","ACTIVE"
11090203,"VILLAGE","Isoko","ACTIVE"
11090204,"VILLAGE","Nyiranuma","ACTIVE"
11090205,"VILLAGE","Umurimo","ACTIVE"
11090301,"VILLAGE","Amizero","ACTIVE"
11090302,"VILLAGE","Cercle Sportif","ACTIVE"
11090303,"VILLAGE","Ganza","ACTIVE"
11090304,"VILLAGE","Imena","ACTIVE"
11090305,"VILLAGE","Indangamirwa","ACTIVE"
11090306,"VILLAGE","Ingenzi","ACTIVE"
11090307,"VILLAGE","Inyarurembo","ACTIVE"
11090308,"VILLAGE","Ishema","ACTIVE"
11090309,"VILLAGE","Isibo","ACTIVE"
11090310,"VILLAGE","Muhabura","ACTIVE"
11090311,"VILLAGE","Rugunga","ACTIVE"
11090312,"VILLAGE","Sugira","ACTIVE"
11090401,"VILLAGE","Amahoro","ACTIVE"
11090402,"VILLAGE","Gacaca","ACTIVE"
11090403,"VILLAGE","Intwari","ACTIVE"
11090404,"VILLAGE","Rwampara","ACTIVE"
11090405,"VILLAGE","Umucyo","ACTIVE"
11090406,"VILLAGE","Umuganda","ACTIVE"
11100101,"VILLAGE","Muhoza","ACTIVE"
11100102,"VILLAGE","Muhuza","ACTIVE"
11100103,"VILLAGE","Mumararungu","ACTIVE"
11100104,"VILLAGE","Murambi","ACTIVE"
11100201,"VILLAGE","Buhoro","ACTIVE"
11100202,"VILLAGE","Gasabo","ACTIVE"
11100203,"VILLAGE","Mutara","ACTIVE"
11100204,"VILLAGE","Ubusabane","ACTIVE"
11100301,"VILLAGE","Abatarushwa","ACTIVE"
11100302,"VILLAGE","Indatwa","ACTIVE"
11100303,"VILLAGE","Inkerakubanza","ACTIVE"
11100304,"VILLAGE","Intwari","ACTIVE"
11100401,"VILLAGE","Amahoro","ACTIVE"
11100402,"VILLAGE","Umucyo","ACTIVE"
11100403,"VILLAGE","Urumuri","ACTIVE"
12010101,"VILLAGE","Akakaza","ACTIVE"
12010102,"VILLAGE","Kigarama","ACTIVE"
12010103,"VILLAGE","Kingabo","ACTIVE"
12010104,"VILLAGE","Muhozi","ACTIVE"
12010105,"VILLAGE","Rubungo","ACTIVE"
12010106,"VILLAGE","Ryakigogo","ACTIVE"
12010107,"VILLAGE","Zindiro","ACTIVE"
12010201,"VILLAGE","Kagarama","ACTIVE"
12010202,"VILLAGE","Kayumba","ACTIVE"
12010203,"VILLAGE","Ramba","ACTIVE"
12010204,"VILLAGE","Rebero","ACTIVE"
12010205,"VILLAGE","Rugando","ACTIVE"
12010301,"VILLAGE","Kigabiro","ACTIVE"
12010302,"VILLAGE","Kiyoro","ACTIVE"
12010303,"VILLAGE","Murarambo","ACTIVE"
12010304,"VILLAGE","Nkona","ACTIVE"
12010305,"VILLAGE","Nyakabingo","ACTIVE"
12010306,"VILLAGE","Rukoma","ACTIVE"
12010401,"VILLAGE","Birembo","ACTIVE"
12010402,"VILLAGE","Gisasa","ACTIVE"
12010403,"VILLAGE","Munini","ACTIVE"
12010404,"VILLAGE","Ruhinga","ACTIVE"
12010405,"VILLAGE","Uwaruraza","ACTIVE"
12010501,"VILLAGE","Akabenejuru","ACTIVE"
12010502,"VILLAGE","Akasedogo","ACTIVE"
12010503,"VILLAGE","Akimpama","ACTIVE"
12010504,"VILLAGE","Burima","ACTIVE"
12010505,"VILLAGE","Kityazo","ACTIVE"
12010601,"VILLAGE","Bushya","ACTIVE"
12010602,"VILLAGE","Gikumba","ACTIVE"
12010603,"VILLAGE","Kamutamu","ACTIVE"
12010604,"VILLAGE","Karama","ACTIVE"
12010605,"VILLAGE","Kayenzi","ACTIVE"
12010606,"VILLAGE","Kigara","ACTIVE"
12010607,"VILLAGE","Kiriza","ACTIVE"
12010608,"VILLAGE","Masizi","ACTIVE"
12010609,"VILLAGE","Mbogo","ACTIVE"
12010610,"VILLAGE","Nyampamo","ACTIVE"
12010701,"VILLAGE","Akanyiramugarura","ACTIVE"
12010702,"VILLAGE","Akigabiro","ACTIVE"
12010703,"VILLAGE","Gishaka","ACTIVE"
12010704,"VILLAGE","Kabuye","ACTIVE"
12010705,"VILLAGE","Mpabwa","ACTIVE"
12010706,"VILLAGE","Nyagasambu","ACTIVE"
12010707,"VILLAGE","Urutarishonga","ACTIVE"
12020101,"VILLAGE","Akamamana","ACTIVE"
12020102,"VILLAGE","Akimihigo","ACTIVE"
12020103,"VILLAGE","Bigega","ACTIVE"
12020104,"VILLAGE","Busasamana","ACTIVE"
12020105,"VILLAGE","Kingasire","ACTIVE"
12020106,"VILLAGE","Kumuyange","ACTIVE"
12020107,"VILLAGE","Muremera","ACTIVE"
12020108,"VILLAGE","Nyagasozi","ACTIVE"
12020109,"VILLAGE","Rugoro","ACTIVE"
12020110,"VILLAGE","Rwesero","ACTIVE"
12020111,"VILLAGE","Tetero","ACTIVE"
12020201,"VILLAGE","Agakomeye","ACTIVE"
12020202,"VILLAGE","Gashubi","ACTIVE"
12020203,"VILLAGE","Gisiza","ACTIVE"
12020204,"VILLAGE","Hanika","ACTIVE"
12020205,"VILLAGE","Juru","ACTIVE"
12020206,"VILLAGE","Kibaya","ACTIVE"
12020207,"VILLAGE","Mpakabavu","ACTIVE"
12020208,"VILLAGE","Musango","ACTIVE"
12020209,"VILLAGE","Ndengo","ACTIVE"
12020210,"VILLAGE","Nyakabande","ACTIVE"
12020211,"VILLAGE","Nyakanunga","ACTIVE"
12020212,"VILLAGE","Rubonobono","ACTIVE"
12020213,"VILLAGE","Runyonza","ACTIVE"
12020214,"VILLAGE","Rusoro","ACTIVE"
12020215,"VILLAGE","Ruvumero","ACTIVE"
12020216,"VILLAGE","Uwagatovu","ACTIVE"
12020301,"VILLAGE","Agataramo","ACTIVE"
12020302,"VILLAGE","Akamwunguzi","ACTIVE"
12020303,"VILLAGE","Akarubimbura","ACTIVE"
12020304,"VILLAGE","Akisoko","ACTIVE"
12020305,"VILLAGE","Amarembo","ACTIVE"
12020306,"VILLAGE","Amizero","ACTIVE"
12020307,"VILLAGE","Bwiza","ACTIVE"
12020308,"VILLAGE","Ihuriro","ACTIVE"
12020309,"VILLAGE","Isangano","ACTIVE"
12020310,"VILLAGE","Kanyonyomba","ACTIVE"
12020311,"VILLAGE","Nyakariba","ACTIVE"
12020312,"VILLAGE","Rwakarihejuru","ACTIVE"
12030101,"VILLAGE","Bwimiyange","ACTIVE"
12030102,"VILLAGE","Bwingeyo","ACTIVE"
12030103,"VILLAGE","Gasagara","ACTIVE"
12030104,"VILLAGE","Rugwiza","ACTIVE"
12030201,"VILLAGE","Ntaganzwa","ACTIVE"
12030202,"VILLAGE","Nyagasozi","ACTIVE"
12030203,"VILLAGE","Nyagisozi","ACTIVE"
12030204,"VILLAGE","Ruganda","ACTIVE"
12030301,"VILLAGE","Gahinga","ACTIVE"
12030302,"VILLAGE","Gasharu","ACTIVE"
12030303,"VILLAGE","Kibobo","ACTIVE"
12030304,"VILLAGE","Nombe","ACTIVE"
12030401,"VILLAGE","Munini","ACTIVE"
12030402,"VILLAGE","Mutokerezwa","ACTIVE"
12030403,"VILLAGE","Rudakabukirwa","ACTIVE"
12030404,"VILLAGE","Runyinya","ACTIVE"
12030501,"VILLAGE","Kimisebeya","ACTIVE"
12030502,"VILLAGE","Kivugiza","ACTIVE"
12030503,"VILLAGE","Rugarama","ACTIVE"
12030504,"VILLAGE","Twina","ACTIVE"
12040101,"VILLAGE","Amajyambere","ACTIVE"
12040102,"VILLAGE","Amarembo","ACTIVE"
12040103,"VILLAGE","Byimana","ACTIVE"
12040104,"VILLAGE","Gasave","ACTIVE"
12040105,"VILLAGE","Gasharu","ACTIVE"
12040106,"VILLAGE","Kagara","ACTIVE"
12040107,"VILLAGE","Nyakariba","ACTIVE"
12040108,"VILLAGE","Rwinyana","ACTIVE"
12040201,"VILLAGE","Kanyinya","ACTIVE"
12040202,"VILLAGE","Kumukenke","ACTIVE"
12040203,"VILLAGE","Murambi","ACTIVE"
12040204,"VILLAGE","Ntora","ACTIVE"
12040205,"VILLAGE","Rukeri","ACTIVE"
12040206,"VILLAGE","Umurava","ACTIVE"
12050101,"VILLAGE","Akamatamu","ACTIVE"
12050102,"VILLAGE","Cyeyere","ACTIVE"
12050103,"VILLAGE","Murehe","ACTIVE"
12050104,"VILLAGE","Nyacyonga","ACTIVE"
12050105,"VILLAGE","Nyagasozi","ACTIVE"
12050106,"VILLAGE","Nyarukurazo","ACTIVE"
12050201,"VILLAGE","Agakenke","ACTIVE"
12050202,"VILLAGE","Agatare","ACTIVE"
12050203,"VILLAGE","Akinyana","ACTIVE"
12050204,"VILLAGE","Gikingo","ACTIVE"
12050205,"VILLAGE","Gitega","ACTIVE"
12050206,"VILLAGE","Gitenga","ACTIVE"
12050207,"VILLAGE","Nyakabingo","ACTIVE"
12050208,"VILLAGE","Nyarurama","ACTIVE"
12050209,"VILLAGE","Rugogwe","ACTIVE"
12050210,"VILLAGE","Taba","ACTIVE"
12050301,"VILLAGE","Amakawa","ACTIVE"
12050302,"VILLAGE","Amasangano","ACTIVE"
12050303,"VILLAGE","Buliza","ACTIVE"
12050304,"VILLAGE","Ihuriro","ACTIVE"
12050305,"VILLAGE","Kabeza","ACTIVE"
12050306,"VILLAGE","Karuruma","ACTIVE"
12050307,"VILLAGE","Murama","ACTIVE"
12050308,"VILLAGE","Nyagasozi","ACTIVE"
12050309,"VILLAGE","Rebero","ACTIVE"
12050310,"VILLAGE","Rugarama","ACTIVE"
12050311,"VILLAGE","Tetero","ACTIVE"
12050401,"VILLAGE","Agasekabuye","ACTIVE"
12050402,"VILLAGE","Agatare","ACTIVE"
12050403,"VILLAGE","Amasangano","ACTIVE"
12050404,"VILLAGE","Mubuga","ACTIVE"
12050405,"VILLAGE","Nyamweru","ACTIVE"
12050501,"VILLAGE","Agahama","ACTIVE"
12050502,"VILLAGE","Agasharu","ACTIVE"
12050503,"VILLAGE","Akabuga","ACTIVE"
12050504,"VILLAGE","Jurwe","ACTIVE"
12050505,"VILLAGE","Kiberinka","ACTIVE"
12050506,"VILLAGE","Nyakirehe","ACTIVE"
12050507,"VILLAGE","Nyarubuye","ACTIVE"
12050508,"VILLAGE","Rubona","ACTIVE"
12050509,"VILLAGE","Rwanyanza","ACTIVE"
12050510,"VILLAGE","Uwanyange","ACTIVE"
12060101,"VILLAGE","Bugarama","ACTIVE"
12060102,"VILLAGE","Bukamba","ACTIVE"
12060103,"VILLAGE","Byimana","ACTIVE"
12060104,"VILLAGE","Kabizoza","ACTIVE"
12060105,"VILLAGE","Kinunga","ACTIVE"
12060106,"VILLAGE","Urunyinya","ACTIVE"
12060107,"VILLAGE","Rwankuba","ACTIVE"
12060201,"VILLAGE","Kabande","ACTIVE"
12060202,"VILLAGE","Gatare","ACTIVE"
12060203,"VILLAGE","Nyamugali","ACTIVE"
12060204,"VILLAGE","Nyarubuye","ACTIVE"
12060301,"VILLAGE","Gahinga","ACTIVE"
12060302,"VILLAGE","Gatare","ACTIVE"
12060303,"VILLAGE","Umunyinya","ACTIVE"
12060401,"VILLAGE","Agatwa","ACTIVE"
12060402,"VILLAGE","Kabagina","ACTIVE"
12060403,"VILLAGE","Kajevuba","ACTIVE"
12060404,"VILLAGE","Kigarama","ACTIVE"
12060405,"VILLAGE","Nyagasayo","ACTIVE"
12060501,"VILLAGE","Nyaburira","ACTIVE"
